"[].applicable","[].approved","[].choices","[].current_progress","[].date_created","[].date_updated","[].measure_published","[].rating","[].source","[].status","[].id","[].localteam_id.municipality_id[].name","[].measure_id.date_updated","[].measure_id.measure_id","[].measure_id.must_be_rated_again","[].measure_id.name","[].measure_id.catalog_version.name","[].measure_id.catalog_version.id","[].measure_id.catalog_version"
"true","true","7","null","2025-10-28T16:07:07.623Z","2025-10-28T17:07:52.289Z","true","null","null","draft","00385adc-3501-4f72-97f2-70478373d846","Herrenberg","2025-10-28T16:07:06.502Z","KV_03","false","Lokaler kommunaler Klimaschutzfonds/Klimafonds","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","7","null","2023-10-14T13:58:49.220Z","2024-04-08T10:53:56.879Z","false","0","null","published","003a5c4e-d478-4473-a500-4658e02361dc","Neustadt","2025-10-27T23:01:18.767Z","null","null","Energieautarker Betrieb von Kläranlagen_old",,,"null"
"true","true","7","null","2025-10-13T19:19:30.583Z","null","true","null","null","draft","004203a0-4224-49ab-8f82-f3382ad64981","Kaiserslautern","2025-10-27T23:02:49.290Z","GW_02","null","Transformationsplan zur Dekarbonisierung vorhandener Fernwärmenetze","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"false","true","7","null","2025-06-23T18:48:15.552Z","2025-09-05T17:51:48.245Z","true","null","null","draft","00453779-91ec-455d-90bc-6b8c1875fd50","Sarstedt","2025-10-27T23:02:49.290Z","GW_02","null","Transformationsplan zur Dekarbonisierung vorhandener Fernwärmenetze","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","7","Es gibt keine öffentlich auffindbare Informationen dazu. Auf der "Davon profitieren Sie"-Seite für künftige städtische Angestellte, werden keine Vorteile wie Dienstrad oder Job-Ticket aufgeführt. [1]","2024-04-08T16:05:46.642Z","2025-09-06T20:41:41.003Z","true","0","[1] https://www.heidelberg.de/arbeiten/startseite/davon+profitieren+sie.html","published","00487ff4-b451-4a23-89fe-4608f1fd6a70","Heidelberg","2025-10-27T23:02:49.290Z","KV_11","null","Mobilitätsangebote für die Verwaltung","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","7","null","2025-10-28T15:49:24.463Z","2025-10-28T17:08:02.451Z","true","null","null","draft","004b228a-4af6-465d-a133-8571b591e57e","Forchheim","2025-10-28T15:49:23.710Z","GW_04","false","Sanierung und Modernisierung kommunaler Liegenschaften","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","7","null","2025-05-31T13:31:38.562Z","null","true","null","null","draft","004ee374-1333-4c78-9955-553152800654","Velbert","2025-10-27T23:02:49.290Z","LNE_02","null","Beratungsangebote zur Umstellung auf ökologische Landwirtschaft","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","7","null","2025-10-28T15:29:35.605Z","2025-10-28T17:07:10.808Z","true","0","nichts gefunden","draft","00529930-5725-4018-866c-b6d50183d00d","Mainz","2025-10-28T15:29:34.697Z","EN_03","false","Beratungsangebote zur Energiewende","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","4","null","2025-10-28T15:52:29.692Z","2025-10-28T17:10:08.373Z","true","null","null","draft","0058c4a6-e166-4b64-a77a-5d885f8ce241","Südtirol","2025-10-28T15:52:28.183Z","IWK_03","true","Energieautarker Betrieb von Kläranlagen","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","7","null","2024-05-30T11:37:19.751Z","null","true","null","null","draft","005f6036-fbcc-4ad7-ac90-bc32ca5eb9ce","Witten","2025-10-27T23:02:49.290Z","VK_03","null","Bike and Ride","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","4","Beratungen finden regelmäßig mit dem Referat für nachhaltige Entwicklung,  z .B. im Kontext des Arnsberger Zukunftsfests SCHLABBERKAPPES und mit der Verbraucherzentrale NRW („Energiestammtisch“) statt.","2025-10-28T15:42:34.363Z","2025-10-28T18:35:27.836Z","true","0.25","https://www.blickpunkt-arnsberg-sundern-meschede.de/energiestammtisch-arnsberg-buergersolaranlagen/","published","0064cc37-d208-4aab-b369-892ea6f182ac","Arnsberg","2025-10-28T15:42:33.565Z","EN_13","true","Bürgerenergiegenossenschaften","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","4","null","2025-11-08T15:03:59.573Z","null","true","null","null","draft","00697fc5-d0ba-436d-8357-8aea9828ebe0","Forchheim","2025-11-08T15:03:58.847Z","VK_16","true","Radwege","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","4","null","2025-10-28T16:26:56.721Z","2025-11-18T16:53:50.811Z","true","null","null","draft","006b41a2-a121-4a18-aabd-15322d26f7c5","Menden (Sauerland)","2025-11-18T16:51:34.207Z","LNE_05","true","Umstellung auf ökologisch angebaute vegetarisch Ernährung in öffentlicher Verpflegung","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","7","-","2025-01-01T16:06:28.069Z","2025-02-24T09:34:08.498Z","true","0","https://www.eam.de/","published","007ab651-4b41-4dea-b294-b194cb92c4e7","Gudensberg","2025-10-27T23:02:49.290Z","EN_06","null","Kein Greenwashing für Gas","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","7","null","2023-10-14T11:37:46.480Z","2024-04-08T15:25:13.860Z","false","0.25","In manchen Bereichen der Innenstadt gibt es Zone 30, aber bei Weitem nicht überall.	Benachteiligung des Radverkerhs (keine Infrastruktur, Kopfsteinpflaster)","published","0080c9e2-3c60-4cf6-9c3e-65f2cb9d9af1","Freiberg","2024-04-08T15:25:21.757Z","null","null","Verkehrsberuhigte Innenstadt_updateAt_2024-04-08T15:25:13.610Z",,,"null"
"true","true","7","null","2025-09-06T23:06:13.946Z","null","true","null","null","draft","0083cfd0-ab62-4c61-84e8-b958e2ac5ab4","Karlsruhe","2025-10-27T23:02:49.290Z","KV_03","null","Lokaler kommunaler Klimaschutzfonds/Klimafonds","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","7","null","2025-10-28T16:14:25.884Z","2025-10-28T17:07:09.691Z","true","null","null","draft","009a9fb8-6037-42b8-9335-3535834e4417","Forchheim","2025-10-28T16:14:30.923Z","KV_08","false","Klimaschutzmanagement der Kommune","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","7","null","2024-05-07T17:05:55.850Z","null","true","null","null","draft","009faecb-4edf-473c-a0dd-32d93c2fbacc","Bad Saulgau","2025-10-27T23:02:49.290Z","IWK_08","null","Zero Waste–Strategie","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","4","Erreichter Wert : 11.9 km/h	Reisezeit: (60 ± 18) min","2025-10-28T16:35:01.465Z","2025-11-05T19:54:36.575Z","true","1","https://www.stadt-land-klima.de/stats/110000000000","published","00c6d4a1-715c-480e-9675-9ce645ef1246","Berlin","2025-11-09T10:26:38.892Z","VK_05","true","ÖPNV-Ausbau","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","4","null","2025-10-28T15:44:22.932Z","2025-10-28T17:08:52.955Z","true","null","null","draft","00cc9aea-56c6-43df-8508-3cd84f438f4a","Konstanz","2025-10-28T15:44:21.562Z","GW_02","true","Transformationsplan zur Dekarbonisierung vorhandener Fernwärmenetze","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","7","null","2025-08-09T18:43:06.098Z","null","true","null","null","draft","00cec170-9e99-4077-befc-a9364abe54fa","Kusterdingen","2025-10-27T23:02:49.290Z","VK_03","null","Bike and Ride","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","7","null","2024-04-08T11:18:27.098Z","null","true","null","null","draft","00d14c44-4275-4edf-bead-231346c9a68a","Freiberg","2025-10-27T23:02:49.290Z","IWK_08","null","Zero Waste–Strategie","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","7","null","2025-10-28T15:33:35.942Z","2025-10-28T17:10:19.592Z","true","null","null","draft","00d172f8-3a8d-44c9-bee0-711b002d5b30","Bingen am Rhein","2025-10-28T15:33:34.966Z","EN_06","false","Kein Greenwashing für Gas","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","4","null","2025-10-28T16:36:15.551Z","2025-10-28T17:10:59.825Z","true","null","null","draft","00dc569c-5da0-474e-b374-6f321db03e8e","Altlußheim","2025-10-28T22:36:07.983Z","VK_06","true","Carsharing-Angebote","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","4","null","2025-10-28T16:36:15.943Z","2025-10-28T17:11:03.866Z","true","null","null","draft","00e4511e-dde9-4e2b-a45f-dbfc9d158f7c","Eurasburg","2025-10-28T22:36:07.983Z","VK_06","true","Carsharing-Angebote","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","7","null","2024-10-28T17:41:22.616Z","null","true","null","null","draft","00eb17ce-5939-4ecb-940d-d9097c37bfd3","Amberg","2025-10-27T23:02:49.290Z","LNE_05","null","Umstellung auf ökologisch angebaute vegetarisch Ernährung in öffentlicher Verpflegung","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","4","null","2025-10-28T15:45:18.467Z","2025-10-28T17:11:47.575Z","true","null","null","draft","00eeb914-c34b-4b79-bd79-557d34747c57","Recklinghausen","2025-10-28T15:45:16.752Z","GW_03","true","Energiemanagement kommunaler Liegenschaften","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","7","Im Maßnahmenplan zur Klimaneutralität bis 2030 wird die "Identifikation zu reduzierender Parkflächen und schrittweise Umsetzung" als Handlungsschritt erwähnt.","2025-10-28T16:33:49.092Z","2025-10-28T22:14:55.444Z","true","0","https://www.bielefeld.de/sites/default/files/datei/2024/BIE_Klimaneutral-2030_Band_2.pdf","published","00f63d07-e050-45f2-a36d-54916540c403","Bielefeld","2025-10-28T16:33:47.685Z","VK_04","false","Das 30/30 Ziel. Die Umwidmung von KFZ-Parkplätzen","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","7","null","2024-02-05T18:40:14.624Z","2024-04-08T15:51:50.297Z","false","0","11 Personen	https://stadt.muenchen.de/dam/jcr:0526e24e-5dfb-4b6f-8cb1-d605752027c7/broschuere_ks_management.pdf","published","01046794-72be-47ac-9547-cd511fef3485","München","2025-10-27T23:01:33.461Z","null","null","Klimaschutzmanagement mit ausreichend Personal_updateAt_2024-04-08T15:51:50.111Z",,,"null"
"true","true","7","null","2024-01-04T23:18:18.533Z","2024-04-08T12:19:50.415Z","false","0.75","Die Stadtwerke Augsburg (swa) verfügen über ein Carsharing-Angebot, welches auch Elektroautos umfasst.	https://www.sw-augsburg.de/privatkunden/mobilitaet/swa-carsharing/standorte-fahrzeugklassen/","published","0107883d-d6e7-4f57-af9c-9fa097e9d616","Augsburg","2024-04-08T12:19:58.547Z","null","null","Carsharing-Angebote (Stadt als Ankermieter)_updateAt_2024-04-08T12:19:50.251Z",,,"null"
"true","true","7","Die Stadtwerke bieten Gas, an den Text ist neutral. Es wird auf Förderprogramme und Nahwärme hingewiesen aber es werden keine direkten Pakte dazu angeboten. ","2025-10-28T15:33:36.279Z","2025-10-28T17:10:18.032Z","true","0.25","https://www.stadtwerke-osnabrueck.de/unternehmen/geschaeftsfelder-portfolio","published","01139066-4704-439c-bbac-6346041f2322","Osnabrück","2025-10-28T15:33:34.966Z","EN_06","false","Kein Greenwashing für Gas","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","7","Auf der Website der SachsenEnergie findet man folgenden Satz: "Auch in Zukunft ist Erdgas der emissionsärmste fossile Energieträger". Dieser vermittelt den Eindruck, dass die Versorgung mit Erdgas eine Zukunft hat, obwohl Deutschland spätestens 2045 klimaneutral sein muss.		Es gibt von der SachsenEnergie keine zusätzliche Förderung von Wärmepumpen, über die Bundesförderung hinaus.	","2025-01-23T22:58:11.775Z","2025-02-22T12:54:06.269Z","true","0","https://www.sachsenenergie.de/wps/portal/energie/cms/menu_main/privatkunden/erdgas/tarife/vergleich/		https://www.sachsenenergie.de/wps/portal/energie/cms/menu_main/privatkunden/waerme/gut-zu-wissen/foerderung-waermepumpe (keine zusätzliche Förderung von Wärmepumpen)","published","0115f955-6cbb-40a4-936d-cbd9d9fb210b","Dresden","2025-10-27T23:02:49.290Z","EN_06","null","Kein Greenwashing für Gas","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","7","null","2024-10-27T08:45:54.124Z","null","true","null","null","draft","011bcef7-0bb5-43b8-b043-8ae05c812e79","Bückeburg","2025-10-27T23:02:49.290Z","EN_05","null","Förderung von Balkonsolaranlagen","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","4","gem. Statistikseite 92,9 W/Einwohner in 11.25","2025-10-28T16:30:36.509Z","2025-11-17T14:11:07.089Z","true","0.5","https://www.stadt-land-klima.de/stats/091840149000","published","012b8c63-09a0-4b53-850c-c06304b5c75c","Unterschleißheim","2025-10-28T16:30:35.462Z","VK_01","true","E-Ladesäulen","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","4","null","2025-10-28T16:30:36.519Z","null","true","null","null","draft","012c8fd5-1881-4029-8eda-01a71aa8b935","Bamberg","2025-10-28T16:30:35.462Z","VK_01","true","E-Ladesäulen","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","7","null","2025-06-10T20:22:31.055Z","null","true","null","null","draft","012decda-ed1f-4d87-855f-a825a64d1990","Erfurt","2025-10-27T23:02:49.290Z","VK_03","null","Bike and Ride","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","7","null","2025-10-28T16:07:07.149Z","2025-10-28T17:07:52.482Z","true","null","null","draft","0132cbe5-6058-4ed8-a113-0bd25ac15ab1","Seesen","2025-10-28T16:07:06.502Z","KV_03","false","Lokaler kommunaler Klimaschutzfonds/Klimafonds","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","7","null","2024-05-05T13:23:55.934Z","2024-09-28T11:48:13.119Z","true","0","https://stadt.bad-windsheim.de/rathaus-buerger/rathaus/ortsrecht/","published","0135c840-d487-439d-b144-5e1e001c5a51","Bad Windsheim","2025-10-27T23:02:49.290Z","VK_04","null","Das 30/30 Ziel. Die Umwidmung von KFZ-Parkplätzen","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","7","null","2024-08-24T09:33:09.949Z","2024-09-06T08:38:06.330Z","true","0","Endbericht_Klimaschutz-Klimaanpassungskonzept_Menden_2013-11-20_klein(1).pdf		Keine Zeitplanung über 2020 hinaus erkennbar -> Kontakt mit Klimabeauftragten","draft","013752af-10e9-416d-aeb0-6d6848bb3a0f","Menden (Sauerland)","2025-10-27T23:02:49.290Z","KV_10","null","Sektorübergreifendes Klimaschutzkonzept","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","7","null","2024-04-11T22:42:50.141Z","null","true","null","null","draft","013bf7be-2460-4c12-91cd-90f378895a39","Bingen am Rhein","2025-10-27T23:02:49.290Z","EN_10","null","Keine neuen Verträge für fossilen Strom","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","4","null","2025-10-28T16:30:36.155Z","null","true","null","null","draft","014d6968-9958-4756-bca1-87e056e6426e","Seesen","2025-10-28T16:30:35.462Z","VK_01","true","E-Ladesäulen","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","7","null","2024-08-15T17:38:58.537Z","null","true","null","null","draft","01505a59-3eba-4fdd-b5fc-2f61e20c5322","Swisttal","2025-10-27T23:02:49.290Z","EN_10","null","Keine neuen Verträge für fossilen Strom","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","7","null","2025-10-28T16:37:12.881Z","2025-10-28T17:09:00.143Z","true","null","null","draft","0157fd61-2f36-4ca6-a1fc-9ac75e0caaa4","Goslar","2025-10-28T16:37:11.442Z","VK_08","false","Elektrifizierung ÖPNV","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","4","57.9 %","2025-10-28T15:40:35.306Z","2025-10-28T19:35:26.656Z","true","0.5","https://bestellung.stadtwerke-bielefeld.de/privatkunden/energie-wasser/strom/mein-beststrom		https://bestellung.stadtwerke-bielefeld.de/fileadmin/_processed_/9/9/csm_Rechnungsaufdruck_Normal-OEko-Strom_2025_7_4C_mT_332c61b213.jpg","published","015b1b6e-b1c8-4e70-8706-251aa12d5ebe","Bielefeld","2025-10-28T15:40:34.152Z","EN_11","true","Ökostromanteil der Stadtwerke","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","4","null","2025-10-28T15:50:35.498Z","2025-10-28T17:11:35.595Z","true","null","null","draft","015d7671-92fc-4c0b-842f-161c7db4fbb7","Menden (Sauerland)","2025-10-28T15:50:35.167Z","GW_05","true","Kommunale Wärmeplanung und Monitoring","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","7","null","2024-08-15T17:38:57.969Z","2024-12-06T09:20:57.647Z","true","0.75","Dienstrad: https://www.swisttal.de/cms125/aktuell/artikel/2021-01-11_ebikes_gemeinde_swisttal.php	Job-Ticket: https://swisttal.de/cms125/aktuell/artikel/2021-06-02_jobticket_swisttal.php","published","0168867e-9b9a-4d54-816c-7ba0f90fd723","Swisttal","2025-10-27T23:02:49.290Z","KV_11","null","Mobilitätsangebote für die Verwaltung","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","7","null","2024-04-08T12:14:59.237Z","null","true","null","null","draft","016ca81d-cad8-42d3-bb08-cbc8b23a8c63","Gütersloh","2025-10-27T23:02:49.290Z","VK_04","null","Das 30/30 Ziel. Die Umwidmung von KFZ-Parkplätzen","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","7","Im Rahmen der Erstellung des Klimaaktionsplans wurden verschiedenen Maßnahmen auch unter der Beteiligung der Öffentlichkeit erarbeitet. Diese wurden/werden sukzessive umgesetzt. Einen Klimabeirat gibt es in Paderborn leider nicht. Das Thema Klimafolgenanpassung wurde in 2024 innerhalb der Entwicklung der Nachhaltigkeitsstrategie auch unter Einbeziehung verschiedener Akteure der Zivilgesellschaft (Gewerkschaften, Umwelorganisationen etc.) betrachtet und Maßnahmen entwickelt.","2024-04-08T15:31:32.896Z","2024-12-24T10:56:01.563Z","true","0.25","https://www.paderborn.de/microsite/klima/projekte/klima-aktionsplan-paderborn.php","published","016cf0ba-f9bd-47d3-8f40-9a2278770f18","Paderborn","2025-10-27T23:02:49.290Z","KV_02","null","Bürgerbeteiligung beim Klimaschutz","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","7","null","2024-04-08T17:58:16.184Z","null","true","null","null","draft","017579fa-4836-4b77-a53b-038d45ca79e8","Neukirchen-Vluyn","2025-10-27T23:02:49.290Z","GW_05","null","Kommunale Wärmeplanung und Monitoring","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","7","null","2023-11-28T22:07:25.037Z","2024-04-08T15:25:48.164Z","false","null","null","draft","01826478-f27e-421f-9d84-37d602a61daf","Neukirchen-Vluyn","2024-04-08T15:25:48.055Z","null","null","Investitionen in ÖPNV",,,"null"
"true","true","7","null","2024-05-09T21:59:16.265Z","null","true","null","null","draft","01888d07-deaa-4e53-8349-85cb186c3170","Dormagen","2025-10-27T23:02:49.290Z","EN_02","null","Windkraftanlagen und Windparks der Kommune","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","7","Ich finde kein städtisches Beratungsprogramm für Betriebe. Landes-/Kammerangebote sind möglich, zählen aber nicht als kommunales Programm.","2025-10-28T16:21:47.487Z","2025-11-06T13:20:37.726Z","true","0","Keine","published","01952ae7-4020-4247-ad15-d27bae2a7aa9","Zwickau","2025-10-28T16:21:47.367Z","LNE_02","false","Beratungsangebote zur Umstellung auf ökologische Landwirtschaft","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","7",""Ziel ist es, dass der Rote Arnold bis zum Jahr 2035 vollständig elektrisch unterwegs ist."		23 neue und 6 schon vorhandene Elektrobusse (Stand Mai 2025) = 29 Elektrobusse ","2025-10-28T16:37:12.790Z","2025-10-28T17:09:01.079Z","true","0.25","https://www.stadtwerke-konstanz.de/bus/aktuelles/die-neuen-elektrobusse/","published","019a8ee9-7899-4ac0-8f90-99ac2d1a23e3","Konstanz","2025-10-28T16:37:11.442Z","VK_08","false","Elektrifizierung ÖPNV","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","7","null","2025-10-28T15:54:09.295Z","2025-10-28T17:07:39.393Z","true","null","null","draft","019b376b-2a3b-4036-b988-31ceda47a110","Altlußheim","2025-10-28T15:54:08.903Z","IWK_05","true","Runde Tische der Kommune mit lokaler Industrie, Handwerk und Wirtschaft zu Nachhaltigkeitsthemen","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","4","Es gibt BHKWs.	Die Eigenstromversorgung liegt stand 2022 zwischen 53 % und 58 %.","2025-10-28T15:52:29.781Z","2025-10-28T20:26:39.558Z","true","0.5","https://www.bielefeld.de/sites/default/files/datei/2022/AbwasserbKonzept2022.pdf","published","019d0acf-bb60-4bf7-90cd-63b5e46d755e","Bielefeld","2025-10-28T15:52:28.183Z","IWK_03","true","Energieautarker Betrieb von Kläranlagen","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","7","Habe keinen expliziten Hinweis auf die Klimaschädlichkeit von Gas bei Gasverträgen der Stadtwerke Stuttgart gefunden, Webseite zeigt die starke Ausrichtung auf erneuerbare Energien und Wärmepumpen, und dass die Stadtwerke Stuttgart aktiv den Umstieg von fossilen Brennstoffen auf klimafreundliche Alternativen fördern:	Die Stadtwerke Stuttgart bieten aktiv Programme und Unterstützung für den Umstieg von Gas auf erneuerbare Energien an: Siehe https://www.stuttgart.de/leben/umwelt/energie/foerderprogramme/ und https://www.stadtwerke-stuttgart.de/aktuelles-presse/news/2023/jan/31/warmepumpen-konnen-auch-bestand-stadtwerke-stuttga/	","2024-04-08T17:00:57.057Z","2025-01-07T00:25:34.180Z","true","0.75","siehe oben","published","019daa20-fa7c-4442-b4bf-3387ff3d86bd","Stuttgart","2025-10-27T23:02:49.290Z","EN_06","null","Kein Greenwashing für Gas","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
"true","true","4","null","2025-11-09T10:19:31.177Z","null","true","null","null","draft","01aac26f-5a6b-4842-bb2e-d006d2f5d501","Tübingen","2025-11-09T10:19:29.202Z","EN_02","true","Windkraftanlagen und Windparks der Kommune","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","7","null","2025-10-28T15:49:24.808Z","2025-10-28T17:08:06.274Z","true","null","null","draft","01b01d74-adc0-4d15-84a8-f922529558d2","Worms","2025-10-28T15:49:23.710Z","GW_04","false","Sanierung und Modernisierung kommunaler Liegenschaften","v1.0","9bfd9080-8329-4447-b6de-008abb1e3431",
"true","true","7","null","2024-05-30T11:34:33.621Z","2024-07-25T21:27:18.877Z","true","0.25","Link zur Energieberatung der Verbraucherzentrale, keine weiteren Angebote auffindbar","published","01b9f6f5-cbff-4feb-88bb-9d2309fd7d71","Oranienburg","2025-10-27T23:02:49.290Z","EN_03","null","Beratungsangebote zur Energiewende","beta","003dd7f9-add8-4e32-91d0-995df8087d0b",
